data,precipitacao_mm,temp_max_c,temp_min_c
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0
